"ID","Citation","Year","Number"
"734","Godoy","2015","1"
"735","Godoy","2015","1"
"748","Godoy","2015","1"
"749","Godoy","2015","1"
"916","Godoy","2015","1"
"917","Godoy","2015","1"
"919","Godoy","2015","1"
"920","Godoy","2015","1"
"2164","Godoy","2015","1"
"1930","Goedde et al.","2019","1"
"746","Gornall et al.","2010","1"
"798","Gourdji et al.","2015","1"
"799","Gourdji et al.","2015","1"
"802","Gourdji et al.","2015","1"
"807","Gourdji et al.","2015","1"
"816","Gourdji et al.","2015","1"
"817","Gourdji et al.","2015","1"
"818","Gourdji et al.","2015","1"
"829","Gourdji et al.","2015","1"
"834","Gourdji et al.","2015","1"
"835","Gourdji et al.","2015","1"
"836","Gourdji et al.","2015","1"
"841","Gourdji et al.","2015","1"
"842","Gourdji et al.","2015","1"
"849","Gourdji et al.","2015","1"
"852","Gourdji et al.","2015","1"
"853","Gourdji et al.","2015","1"
"855","Gourdji et al.","2015","1"
"858","Gourdji et al.","2015","1"
"862","Gourdji et al.","2015","1"
"863","Gourdji et al.","2015","1"
"874","Govind","2022","1"
"883","Govind","2022","1"
"907","Govind","2022","1"
"936","Govind","2022","1"
"940","Govind","2022","1"
"952","Govind","2022","1"
"953","Govind","2022","1"
"964","Govind","2022","1"
"965","Govind","2022","1"
"967","Govind","2022","1"
"969","Govind","2022","1"
"1789","Gowing and Palmer","2007","1"
"115","Grote et al.","2021","1"
"553","Gruter et al.","2022","1"
"555","Gruter et al.","2022","1"
"2015","Guido et al.","2020","1"
"2375","Gwilliam et al.","2009","1"
"10","Kang et al.","2021","1"
"20","Kang et al.","2021","1"
"26","Haefele and Bouman","2009","1"
"778","Hagen et al.","2022","1"
"237","Hallegatte et al.","2016","1"
"238","Hallegatte et al.","2016","1"
"1792","Hanjra and Williams","2020","1"
"1798","Hanjra and Williams","2020","1"
"798","Harvey et al.","2018","1"
"799","Harvey et al.","2018","1"
"801","Harvey et al.","2018","1"
"802","Harvey et al.","2018","1"
"803","Harvey et al.","2018","1"
"804","Harvey et al.","2018","1"
"805","Harvey et al.","2018","1"
"807","Harvey et al.","2018","1"
"808","Harvey et al.","2018","1"
"809","Harvey et al.","2018","1"
"810","Harvey et al.","2018","1"
"811","Harvey et al.","2018","1"
"812","Harvey et al.","2018","1"
"813","Harvey et al.","2018","1"
"814","Harvey et al.","2018","1"
"819","Harvey et al.","2018","1"
"820","Harvey et al.","2018","1"
"823","Harvey et al.","2018","1"
"824","Harvey et al.","2018","1"
"825","Harvey et al.","2018","1"
"827","Harvey et al.","2018","1"
"828","Harvey et al.","2018","1"
"830","Harvey et al.","2018","1"
"832","Harvey et al.","2018","1"
"837","Harvey et al.","2018","1"
"838","Harvey et al.","2018","1"
"839","Harvey et al.","2018","1"
"840","Harvey et al.","2018","1"
"844","Harvey et al.","2018","1"
"846","Harvey et al.","2018","1"
"847","Harvey et al.","2018","1"
"848","Harvey et al.","2018","1"
"849","Harvey et al.","2018","1"
"853","Harvey et al.","2018","1"
"854","Harvey et al.","2018","1"
"860","Harvey et al.","2018","1"
"861","Harvey et al.","2018","1"
"862","Harvey et al.","2018","1"
"866","Harvey et al.","2018","1"
"867","Harvey et al.","2018","1"
"871","Harvey et al.","2018","1"
"1253","Hasnat et al.","2018","1"
"937","Hassan and Aenis","2016","1"
"938","Hassan and Aenis","2016","1"
"448","Shannon and Motha","2015","1"
"1687","He et al.","2021","1"
"1707","He et al.","2021","1"
"1714","He et al.","2021","1"
"235","Hellin et al.","2020","1"
"293","Hellin et al.","2020","1"
"294","Hellin et al.","2020","1"
"295","Hellin et al.","2020","1"
"1263","Hen-I Lin et al.","2022","1"
"1275","Hen-I Lin et al.","2022","1"
"1282","Hen-I Lin et al.","2022","1"
"254","Hepp et al.","2019","1"
"267","Hepp et al.","2019","1"
"268","Hepp et al.","2019","1"
"271","Hepp et al.","2019","1"
"303","Hepp et al.","2019","1"
"304","Hepp et al.","2019","1"
"309","Hepp et al.","2019","1"
"1534","Herrero et al.","2016","1"
"1538","Herrero et al.","2016","1"
"1541","Herrero et al.","2016","1"
"1544","Herrero et al.","2016","1"
"1545","Herrero et al.","2016","1"
"1547","Herrero et al.","2016","1"
"1549","Herrero et al.","2016","1"
"1550","Herrero et al.","2016","1"
"1552","Herrero et al.","2016","1"
"1555","Herrero et al.","2016","1"
"1556","Herrero et al.","2016","1"
"1563","Herrero et al.","2016","1"
"1564","Herrero et al.","2016","1"
"1566","Herrero et al.","2016","1"
"1567","Herrero et al.","2016","1"
"1570","Herrero et al.","2016","1"
"1571","Herrero et al.","2016","1"
"1643","Herrero et al.","2016","1"
"1658","Herrero et al.","2016","1"
"1664","Herrero et al.","2016","1"
"1665","Herrero et al.","2016","1"
"1667","Herrero et al.","2016","1"
"2157","Herrero et al.","2016","1"
"2172","Herrero et al.","2016","1"
"2198","Herrero et al.","2016","1"
"2207","Herrero et al.","2016","1"
"2208","Herrero et al.","2016","1"
"2214","Herrero et al.","2016","1"
"2222","Herrero et al.","2016","1"
"2241","Herrero et al.","2016","1"
"2251","Herrero et al.","2016","1"
"2252","Herrero et al.","2016","1"
"2257","Herrero et al.","2016","1"
"2269","Herrero et al.","2016","1"
"1912","Holden et al.","2016","1"
"14","HORIE","2019","1"
"15","HORIE","2019","1"
"1461","Horie","2019","1"
"1434","Hossain et al.","2020","1"
"1558","Hughes","2014","1"
"1594","Hughes","2014","1"
"1669","Hughes","2014","1"
"220","Hussain et al.","2019","1"
"778","Hutchinson et al.","2013","1"
"790","Hutchinson et al.","2013","1"
"1226","Sugri et al.","2021","1"
"1227","Sugri et al.","2021","1"
"945","ICARDA","2021","1"
"946","ICARDA","2021","1"
"99","ICRC","2021","1"
"1120","ICRC","2021","1"
"1138","ICRC","2021","1"
"396","IDB","2021","1"
"431","IDB","2021","1"
"457","IDB","2021","1"
"85","IFAD","2011","1"
"200","IFAD","2017","1"
"202","IFAD","2022","1"
"1176","IFAD","2022","1"
"1972","IFAD","2013","1"
"1538","ILRI","2013","1"
"798","Imbach et al.","2017","1"
"799","Imbach et al.","2017","1"
"802","Imbach et al.","2017","1"
"803","Imbach et al.","2017","1"
"806","Imbach et al.","2017","1"
"807","Imbach et al.","2017","1"
"808","Imbach et al.","2017","1"
"809","Imbach et al.","2017","1"
"810","Imbach et al.","2017","1"
"815","Imbach et al.","2017","1"
"826","Imbach et al.","2017","1"
"833","Imbach et al.","2017","1"
"849","Imbach et al.","2017","1"
"859","Imbach et al.","2017","1"
"865","Imbach et al.","2017","1"
"419","IMF","2017","1"
"420","IMF","2017","1"
"1689","IMF","2020","1"
"1690","IMF","2020","1"
"1793","IMF","2021","1"
"1802","IMF","2021","1"
"1344","INDC","2016","1"
"84","Innazent et a.l","2022","1"
"1766","Innocent et al.","2020","1"
"662","IPCC","2019","1"
"2125","IPCC","2019","1"
"2037","Haggar et al.","2021","1"
"647","Samaniego","2014","1"
"666","Samaniego","2014","1"
"1681","Jabara et al.","2009","1"
"1688","Jabara et al.","2009","1"
"1763","Jackson et al.","2017","1"
"1774","Jackson et al.","2017","1"
"1777","Jackson et al.","2017","1"
"1796","Jackson et al.","2017","1"
"1800","Jackson et al.","2017","1"
"1874","JAYNE et al.","2021","1"
"1875","JAYNE et al.","2021","1"
"2325","JAYNE et al.","2021","1"
"1983","Morton et al.","2007","1"
"2039","Joan","2021","1"
"875","Jobbins and Henley","2015","1"
"907","Jobbins and Henley","2015","1"
"921","Jobbins and Henley","2015","1"
"933","Jobbins and Henley","2015","1"
"936","Jobbins and Henley","2015","1"
"939","Jobbins and Henley","2015","1"
"969","Jobbins and Henley","2015","1"
"1448","John and Fielding","2014","1"
"1467","John and Fielding","2014","1"
"1605","Morton et al.","2007","1"
"780","Jordan and Speelman","2020","1"
"785","Jordan and Speelman","2020","1"
"789","Jordan and Speelman","2020","1"
"2086","Descheemaeker et al.","2010","1"
"98","Zahedi et al.","2020","1"
"1593","Kabede et al.","2021","1"
"1670","Kabede et al.","2021","1"
"2193","Kabo-bah et al.","2020","1"
"2196","Kabo-bah et al.","2020","1"
"1942","Kamunya","2022","1"
"1943","Kamunya","2022","1"
"1944","Kamunya","2022","1"
"1945","Kamunya","2022","1"
"1946","Kamunya","2022","1"
"1947","Kamunya","2022","1"
"1948","Kamunya","2022","1"
"1952","Kamunya","2022","1"
"1960","Kamunya","2022","1"
"1976","Kamunya","2022","1"
"1977","Kamunya","2022","1"
"2003","Kamunya","2022","1"
"2026","Kamunya","2022","1"
"2027","Kamunya","2022","1"
"2028","Kamunya","2022","1"
"2029","Kamunya","2022","1"
"2030","Kamunya","2022","1"
"2034","Kamunya","2022","1"
"2042","Kamunya","2022","1"
"2043","Kamunya","2022","1"
"2044","Kamunya","2022","1"
"2051","Kamunya","2022","1"
"1071","Kandeel","2019","1"
"1196","Kandeel","2019","1"
"1556","Kandji et al.","2006","1"
"1563","Kirby","2022","1"
"1563","Kandji et al.","2006","1"
"2002","Karuri et al.","2021","1"
"2016","Karuri et al.","2021","1"
"2017","Karuri et al.","2021","1"
"2124","Kemboi et al.","2020","1"
"1708","Giller","2020","1"
"1750","Khan et al.","2014","1"
"1465","Kibria and Haroon","2017","1"
"1466","Kibria and Haroon","2017","1"
"2045","Kingsley","2017","1"
"1532","Kirby","2022","1"
"1558","Kirby","2022","1"
"1562","Kirby","2022","1"
"1674","Kirby","2022","1"
"2001","KIT","2018","1"
"221","Korres et al.","2017","1"
"223","Korres et al.","2017","1"
"252","Korres et al.","2017","1"
"266","Korres et al.","2017","1"
"1378","Korres et al.","2017","1"
"1379","Korres et al.","2017","1"
"1380","Korres et al.","2017","1"
"24","Kotera et al.","2008","1"
"29","Kotera et al.","2008","1"
"31","Kotera et al.","2008","1"
"1414","Krishna et al.","2022","1"
"1416","Krishna et al.","2022","1"
"2094","Kumar et al.","2017","1"
"2095","Kumar et al.","2017","1"
"40","Kumar et al.","2021","1"
"2115","Kumar et al.","2017","1"
"716","Lambrano et al.","2020","1"
"717","Lambrano et al.","2020","1"
"718","Lambrano et al.","2020","1"
"719","Lambrano et al.","2020","1"
"720","Lambrano et al.","2020","1"
"721","Lambrano et al.","2020","1"
"764","Lambrano et al.","2020","1"
"772","Lambrano et al.","2020","1"
"774","Lambrano et al.","2020","1"
"775","Lambrano et al.","2020","1"
"780","Lambrano et al.","2020","1"
"781","Lambrano et al.","2020","1"
"783","Lambrano et al.","2020","1"
"785","Lambrano et al.","2020","1"
"788","Lambrano et al.","2020","1"
"789","Lambrano et al.","2020","1"
"790","Lambrano et al.","2020","1"
"791","Lambrano et al.","2020","1"
"793","Lambrano et al.","2020","1"
"795","Lambrano et al.","2020","1"
"209","Landicho et al.","2019","1"
"210","Landicho et al.","2019","1"
"237","Landicho et al.","2019","1"
"253","Landicho et al.","2019","1"
"267","Landicho et al.","2019","1"
"268","Landicho et al.","2019","1"
"269","Landicho et al.","2019","1"
"272","Landicho et al.","2019","1"
"280","Landicho et al.","2019","1"
"281","Landicho et al.","2019","1"
"282","Landicho et al.","2019","1"
"283","Landicho et al.","2019","1"
"284","Landicho et al.","2019","1"
"285","Landicho et al.","2019","1"
"296","Landicho et al.","2019","1"
"297","Landicho et al.","2019","1"
"299","Landicho et al.","2019","1"
"300","Landicho et al.","2019","1"
"303","Landicho et al.","2019","1"
"306","Landicho et al.","2019","1"
"1969","Laurent et al .","2022","1"
"2085","Laurent et al .","2022","1"
"3","Le Toan et al.","2021","1"
"1953","Lemma and Megersa","2021","1"
"1954","Lemma and Megersa","2021","1"
"1965","Lemma and Megersa","2021","1"
"1974","Lemma and Megersa","2021","1"
"1998","Lennart and Humberto","2020","1"
"1035","Lewis et al.","2018","1"
"1057","Lewis et al.","2018","1"
"1058","Lewis et al.","2018","1"
"1062","Lewis et al.","2018","1"
"1066","Lewis et al.","2018","1"
"1067","Lewis et al.","2018","1"
"1069","Lewis et al.","2018","1"
"1070","Lewis et al.","2018","1"
"1075","Lewis et al.","2018","1"
"1080","Lewis et al.","2018","1"
"1105","Lewis et al.","2018","1"
"1106","Lewis et al.","2018","1"
"1198","Lewis et al.","2018","1"
"1228","Lewis et al.","2018","1"
"239","Lin et al.","2022","1"
"240","Lin et al.","2022","1"
"245","Lin et al.","2022","1"
"248","Lin et al.","2022","1"
"3","Ling et al.","2015","1"
"688","Llambí and Garcés","2021","1"
"689","Llambí and Garcés","2021","1"
"690","Llambí and Garcés","2021","1"
"691","Llambí and Garcés","2021","1"
"696","Llambí and Garcés","2021","1"
"700","Llambí and Garcés","2021","1"
"863","Lopez‑Ridaura et al.","2021","1"
"973","Loudyi","2020","1"
"2049","Lutz et al.","2019","1"
"2137","Lutz et al.","2019","1"
"902","Lysyk","2022","1"
"571","López-Carr","2021","1"
"590","López-Carr","2021","1"
"591","López-Carr","2021","1"
"593","López-Carr","2021","1"
"597","López-Carr","2021","1"
"600","López-Carr","2021","1"
"601","López-Carr","2021","1"
"602","López-Carr","2021","1"
"610","López-Carr","2021","1"
"614","López-Carr","2021","1"
"620","López-Carr","2021","1"
"606","Løvold","2014","1"
"2203","Balehegn et al.","2022","1"
"2219","Balehegn et al.","2022","1"
"2012","Diop et al.","2022","1"
"1671","Musumba et al.","2022","1"
"2046","Musumba et al.","2022","1"
"603","Maeda et al.","2020","1"
"605","Maeda et al.","2020","1"
"608","Maeda et al.","2020","1"
"616","Maeda et al.","2020","1"
"618","Maeda et al.","2020","1"
"1372","Magar et al.","2022","1"
"1385","Magar et al.","2022","1"
"1394","Magar et al.","2022","1"
"1395","Magar et al.","2022","1"
"1405","Magar et al.","2022","1"
"1406","Magar et al.","2022","1"
"1417","Magar et al.","2022","1"
"1424","Magar et al.","2022","1"
"1440","Magar et al.","2022","1"
"1441","Magar et al.","2022","1"
"2211","Magiri et al.","2021","1"
"1480","Mahabaleshwara and Nagabhushan","2014","1"
"1113","Mahmoud","2021","1"
"1450","Mainuddin et al.","2022","1"
"1452","Mainuddin et al.","2022","1"
"1453","Mainuddin et al.","2022","1"
"1454","Mainuddin et al.","2022","1"
"1459","Mainuddin et al.","2022","1"
"1462","Mainuddin et al.","2022","1"
"1472","Mainuddin et al.","2022","1"
"1478","Mainuddin et al.","2022","1"
"1479","Mainuddin et al.","2022","1"
"1488","Mainuddin et al.","2022","1"
"1495","Mainuddin et al.","2022","1"
"1498","Mainuddin et al.","2022","1"
"1512","Mainuddin et al.","2022","1"
"1916","Manning","2022","1"
"209","Mar et al.","2018","1"
"210","Mar et al.","2018","1"
"217","Mar et al.","2018","1"
"225","Mar et al.","2018","1"
"226","Mar et al.","2018","1"
"227","Mar et al.","2018","1"
"228","Mar et al.","2018","1"
"230","Mar et al.","2018","1"
"231","Mar et al.","2018","1"
"260","Mar et al.","2018","1"
"277","Mar et al.","2018","1"
"286","Mar et al.","2018","1"
"287","Mar et al.","2018","1"
"289","Mar et al.","2018","1"
"290","Mar et al.","2018","1"
"296","Mar et al.","2018","1"
"302","Mar et al.","2018","1"
"566","Marengo et al.","2018","1"
"569","Marengo et al.","2018","1"
"591","Marengo et al.","2018","1"
"592","Marengo et al.","2018","1"
"597","Marengo et al.","2018","1"
"599","Marengo et al.","2018","1"
"610","Marengo et al.","2018","1"
"589","Marquardt et al.","2019","1"
"590","Marquardt et al.","2019","1"
"591","Marquardt et al.","2019","1"
"603","Marquardt et al.","2019","1"
"607","Marquardt et al.","2019","1"
"610","Marquardt et al.","2019","1"
"1818","Matchawe et al .","2022","1"
"2242","Maybe","2011","1"
"1877","Mbow","2020","1"
"1909","Mbow","2020","1"
"1903","Mekuria and Mekonnen","2018","1"
"385","Melissa et al.","2017","1"
"389","Melissa et al.","2017","1"
"408","Melissa et al.","2017","1"
"429","Melissa et al.","2017","1"
"523","Melissa et al.","2017","1"
"528","Melissa et al.","2017","1"
"729","Mendoza-Espinosa and Daesslé","2018","1"
"761","Mendoza-Espinosa and Daesslé","2018","1"
"2170","Mertz et al.","2008","1"
"2235","Mertz et al.","2008","1"
"789","Meza et al.","2012","1"
"780","Meza et al.","2012","1"
"2163","Michael","2020","1"
"13","Michalak et al.","2021","1"
"564","Ministry of Agriculture, Livestock and Food Supply","2021","1"
"565","Ministry of Agriculture, Livestock and Food Supply","2021","1"
"603","Ministry of Agriculture, Livestock and Food Supply","2021","1"
"605","Ministry of Agriculture, Livestock and Food Supply","2021","1"
"616","Ministry of Agriculture, Livestock and Food Supply","2021","1"
"1452","Ministry of Foreign Affairs","2018","1"
"1461","Ministry of Foreign Affairs","2018","1"
"1462","Ministry of Foreign Affairs","2018","1"
"1464","Ministry of Foreign Affairs","2018","1"
"1468","Ministry of Foreign Affairs","2018","1"
"1469","Ministry of Foreign Affairs","2018","1"
"1484","Ministry of Foreign Affairs","2018","1"
"1486","Ministry of Foreign Affairs","2018","1"
"1498","Ministry of Foreign Affairs","2018","1"
"1511","Ministry of Foreign Affairs","2018","1"
"1515","Ministry of Foreign Affairs","2018","1"
"1519","Ministry of Foreign Affairs","2018","1"
"1522","Ministry of Foreign Affairs","2018","1"
"634","Minora et al.","2015","1"
"701","Minora et al.","2015","1"
"125","Minsoo L. et al.","2016","1"
"58","Mishra et al.","2022","1"
"67","Mishra et al.","2022","1"
"1372","Mishra et al.","2021","1"
"1381","Mishra et al.","2021","1"
"1414","Mishra et al.","2021","1"
"1415","Mishra et al.","2021","1"
"1416","Mishra et al.","2021","1"
"1417","Mishra et al.","2021","1"
"1429","Mishra et al.","2021","1"
"1439","Mishra et al.","2021","1"
"1440","Mishra et al.","2021","1"
"1441","Mishra et al.","2021","1"
"443","Rojas-Downing et al.","2017","1"
"449","Rojas-Downing et al.","2017","1"
"876","Mohamed and Squires","2018","1"
"877","Mohamed and Squires","2018","1"
"878","Mohamed and Squires","2018","1"
"879","Mohamed and Squires","2018","1"
"880","Mohamed and Squires","2018","1"
"899","Mohamed and Squires","2018","1"
"900","Mohamed and Squires","2018","1"
"922","Mohamed and Squires","2018","1"
"923","Mohamed and Squires","2018","1"
"924","Mohamed and Squires","2018","1"
"926","Mohamed and Squires","2018","1"
"930","Mohamed and Squires","2018","1"
"931","Mohamed and Squires","2018","1"
"934","Mohamed and Squires","2018","1"
"941","Mohamed and Squires","2018","1"
"884","Mohamed et al.","2019","1"
"925","Mohamed et al.","2019","1"
"927","Mohamed et al.","2019","1"
"928","Mohamed et al.","2019","1"
"929","Mohamed et al.","2019","1"
"944","Mohamed et al.","2019","1"
"948","Mohamed et al.","2019","1"
"950","Mohamed et al.","2019","1"
"964","Mohamed et al.","2019","1"
"1302","Mohanty and Wadhawan","2021","1"
"1305","Mohanty and Wadhawan","2021","1"
"1320","Mohanty and Wadhawan","2021","1"
"1343","Mohanty and Wadhawan","2021","1"
"1345","Mohanty and Wadhawan","2021","1"
"1350","Mohanty and Wadhawan","2021","1"
"1450","Mohanty et al.","2013","1"
"1451","Mohanty et al.","2013","1"
"1458","Mohanty et al.","2013","1"
"1459","Mohanty et al.","2013","1"
"1461","Mohanty et al.","2013","1"
"1469","Mohanty et al.","2013","1"
"1471","Mohanty et al.","2013","1"
"1484","Mohanty et al.","2013","1"
"1488","Mohanty et al.","2013","1"
"1502","Mohanty et al.","2013","1"
"1517","Mohanty et al.","2013","1"
"1404","Mojid and Mainuddin","2021","1"
"1423","Mojid and Mainuddin","2021","1"
"1430","Mojid and Mainuddin","2021","1"
"1435","Mojid and Mainuddin","2021","1"
"1443","Mojid and Mainuddin","2021","1"
"2106","Morgon et al.","2015","1"
"2271","Mortimore","2009","1"
"2105","Msowoya et al.","2016","1"
"155","Mubarik et al.","2005","1"
"1847","Mugizi et al.","2020","1"
"1848","Mugizi et al.","2020","1"
"1879","Mugizi et al.","2020","1"
"1897","Mugizi et al.","2020","1"
"1934","Mugizi et al.","2020","1"
"2111","Mulat et al.","2016","1"
"1580","Mulubrhan et al.","2021","1"
"1583","Mulubrhan et al.","2021","1"
"1584","Mulubrhan et al.","2021","1"
"2162","Mulubrhan et al.","2021","1"
"1955","Muoki et al.","2020","1"
"1956","Muoki et al.","2020","1"
"1957","Muoki et al.","2020","1"
"1958","Muoki et al.","2020","1"
"1975","Muoki et al.","2020","1"
"2052","Muoki et al.","2020","1"
"2057","Muoki et al.","2020","1"
"1217","Mwongera and Gichuru","2021","1"
"1719","Sazib et al.","2020","1"
"1699","Emife and Emeka","2020","1"
"1009","Namdar","2021","1"
"1010","Namdar","2021","1"
"1491","Namdar","2021","1"
"1503","Namdar","2021","1"
"11","Narin","2022","1"
"935","NES Agriculture Working Group","2022","1"
"1771","Newell et al.","2019","1"
"492","Ngigi et al.","2021","1"
"497","Ngigi et al.","2021","1"
"504","Ngigi et al.","2021","1"
"538","Ngigi et al.","2021","1"
"1769","Ngigi and Denning","2011","1"
"2","Nguyen et al.","2017","1"
"3","Nguyen et al.","2017","1"
"4","Nguyen et al.","2017","1"
"5","Nguyen et al.","2017","1"
"7","Nguyen et al.","2017","1"
"18","Nguyen et al.","2017","1"
"22","Nguyen et al.","2017","1"
"23","Nguyen et al.","2017","1"
"49","Nguyen et al.","2017","1"
"53","Nguyen et al.","2017","1"
"55","Nguyen et al.","2017","1"
"34","NIC","2009","1"
"1553","Nidumolu etal.","2022","1"
"1554","Nidumolu etal.","2022","1"
"1632","Nidumolu etal.","2022","1"
"94","Nithin Coca","2020","1"
"104","Nithin Coca","2020","1"
"105","Nithin Coca","2020","1"
"127","Nithin Coca","2020","1"
"2116","Njeru et al.","2022","1"
"2123","Njeru et al.","2022","1"
"1871","Nkonya et al.","2016","1"
"2322","Nkonya et al.","2016","1"
"2323","Nkonya et al.","2016","1"
"1685","Nkonya.","2016","1"
"1725","Nkonya.","2016","1"
"2204","No et al.","2009","1"
"2205","No et al.","2009","1"
"2236","No et al.","2009","1"
"2237","No et al.","2009","1"
"589","Nobre et al.","2021","1"
"590","Nobre et al.","2021","1"
"596","Nobre et al.","2021","1"
"603","Nobre et al.","2021","1"
"605","Nobre et al.","2021","1"
"612","Nobre et al.","2021","1"
"616","Nobre et al.","2021","1"
"2114","Nyirenda et al.","2021","1"
"714","Ochoa-Noriega","2020","1"
"738","Ochoa-Noriega","2020","1"
"739","Ochoa-Noriega","2020","1"
"780","Ochoa-Noriega","2020","1"
"792","Ochoa-Noriega","2020","1"
"1762","Odhiambo","2016","1"
"158","Odhong' et al.","2019","1"
"159","Odhong' et al.","2019","1"
"2223","OECD","2008","1"
"2250","OECD","2008","1"
"873","OECD/FAO","2018","1"
"895","OECD/FAO","2018","1"
"931","OECD/FAO","2018","1"
"932","OECD/FAO","2018","1"
"933","OECD/FAO","2018","1"
"940","OECD/FAO","2018","1"
"951","OECD/FAO","2018","1"
"954","OECD/FAO","2018","1"
"959","OECD/FAO","2018","1"
"960","OECD/FAO","2018","1"
"1081","OECD/FAO","2018","1"
"1933","Okori and Munthali","2022","1"
"243","Olsson et al.","2019","1"
"257","Olsson et al.","2019","1"
"258","Olsson et al.","2019","1"
"583","Olsson et al.","2019","1"
"758","Olsson et al.","2019","1"
"765","Olsson et al.","2019","1"
"766","Olsson et al.","2019","1"
"768","Olsson et al.","2019","1"
"770","Olsson et al.","2019","1"
"143","Om Prakash","2013","1"
"431","Onil et al.","2021","1"
"457","Onil et al.","2021","1"
"463","Onil et al.","2021","1"
"2333","Osei-Adu et al.","2016","1"
"2337","Osei-Adu et al.","2016","1"
"2339","Osei-Adu et al.","2016","1"
"2359","Osei-Adu et al.","2016","1"
"2370","Osei-Adu et al.","2016","1"
"2378","Osei-Adu et al.","2016","1"
"2275","Oteng-Darko","2022","1"
"2277","Oteng-Darko","2022","1"
"2280","Oteng-Darko","2022","1"
"2281","Oteng-Darko","2022","1"
"2282","Oteng-Darko","2022","1"
"2283","Oteng-Darko","2022","1"
"2286","Oteng-Darko","2022","1"
"2287","Oteng-Darko","2022","1"
"2293","Oteng-Darko","2022","1"
"2294","Oteng-Darko","2022","1"
"2295","Oteng-Darko","2022","1"
"2296","Oteng-Darko","2022","1"
"2299","Oteng-Darko","2022","1"
"2301","Oteng-Darko","2022","1"
"2304","Oteng-Darko","2022","1"
"2306","Oteng-Darko","2022","1"
"2307","Oteng-Darko","2022","1"
"2308","Oteng-Darko","2022","1"
"2313","Oteng-Darko","2022","1"
"2314","Oteng-Darko","2022","1"
"2316","Oteng-Darko","2022","1"
"2317","Oteng-Darko","2022","1"
"2319","Oteng-Darko","2022","1"
"2341","Oteng-Darko","2022","1"
"2342","Oteng-Darko","2022","1"
"2343","Oteng-Darko","2022","1"
"2353","Oteng-Darko","2022","1"
"2366","Oteng-Darko","2022","1"
"2368","Oteng-Darko","2022","1"
"2372","Oteng-Darko","2022","1"
"2376","Oteng-Darko","2022","1"
"2221","Otsuka and Place","2014","1"
"161","Otte et al.","2019","1"
"1855","Owings","2020","1"
"1891","Owings","2020","1"
"1892","Owings","2020","1"
"1927","Owings","2020","1"
"2272","Owusu et al.","2020","1"
"2273","Owusu et al.","2020","1"
"2274","Owusu et al.","2020","1"
"2276","Owusu et al.","2020","1"
"2288","Owusu et al.","2020","1"
"2289","Owusu et al.","2020","1"
"2292","Owusu et al.","2020","1"
"2297","Owusu et al.","2020","1"
"2298","Owusu et al.","2020","1"
"2300","Owusu et al.","2020","1"
"2310","Owusu et al.","2020","1"
"2311","Owusu et al.","2020","1"
"2313","Owusu et al.","2020","1"
"2315","Owusu et al.","2020","1"
"2341","Owusu et al.","2020","1"
"2345","Owusu et al.","2020","1"
"2346","Owusu et al.","2020","1"
"2348","Owusu et al.","2020","1"
"2349","Owusu et al.","2020","1"
"2350","Owusu et al.","2020","1"
"2351","Owusu et al.","2020","1"
"2354","Owusu et al.","2020","1"
"2355","Owusu et al.","2020","1"
"2362","Owusu et al.","2020","1"
"2369","Owusu et al.","2020","1"
"2371","Owusu et al.","2020","1"
"2378","Owusu et al.","2020","1"
"2380","Owusu et al.","2020","1"
"21","OXFAM","2016","1"
"36","OXFAM","2016","1"
"50","OXFAM","2016","1"
"255","Oxfam","2019","1"
"257","Oxfam","2019","1"
"269","Oxfam","2019","1"
"270","Oxfam","2019","1"
"287","Oxfam","2019","1"
"288","Oxfam","2019","1"
"308","Oxfam","2019","1"
"310","Oxfam","2019","1"
"19","Yen et al.","2019","1"
"19","Akam and Gruere","2018","1"
"19","CCAFS","2016","1"
"19","OXFAM","2016","1"
"1768","Ozor et al.","2020","1"
"1065","Antwi-Agyei et al.","2021","1"
"2265","Antwi-Agyei et al.","2021","1"
"2320","Pan et al.","2021","1"
"1787","Pena-Ramos et al.","2022","1"
"706","Perez et al.","2010","1"
"708","Perez et al.","2010","1"
"2199","Perrings and Halkos","2015","1"
"2220","Perrings and Halkos","2015","1"
"532","Perrotti","2011","1"
"948","Petit and Boujenane","2018","1"
"109","Petley","2010","1"
"110","Petley","2010","1"
"111","Petley","2010","1"
"716","Peña-Guerrero et al.","2020","1"
"717","Peña-Guerrero et al.","2020","1"
"792","Peña-Guerrero et al.","2020","1"
"251","Pham et al.","2020","1"
"957","Piechota et al.","2020","1"
"224","Pipitpukdee et al.","2020","1"
"277","Pipitpukdee et al.","2020","1"
"280","Pipitpukdee et al.","2020","1"
"281","Pipitpukdee et al.","2020","1"
"289","Pipitpukdee et al.","2020","1"
"302","Pipitpukdee et al.","2020","1"
"218","Taylor et al.","2016","1"
"218","Pipitpukdee et al.","2020","1"
"219","Taylor et al.","2016","1"
"219","Pipitpukdee et al.","2020","1"
"559","Pivello et al.","2021","1"
"566","Pivello et al.","2021","1"
"569","Pivello et al.","2021","1"
"599","Pivello et al.","2021","1"
"619","Pivello et al.","2021","1"
"1400","Pokharel et al.","2018","1"
"1402","Pokharel et al.","2018","1"
"1415","Pokharel et al.","2018","1"
"1417","Pokharel et al.","2018","1"
"1422","Pokharel et al.","2018","1"
"1441","Pokharel et al.","2018","1"
