"Resource","Year","ID","Number"
"Eash et al.","2019","798","1"
"Eash et al.","2019","810","1"
"Eash et al.","2019","811","1"
"Eash et al.","2019","812","1"
"Eash et al.","2019","869","1"
"Eash et al.","2019","854","1"
"Eash et al.","2019","870","1"
"Echeverria & Terton","2016","1889",
"Echeverria & Terton","2016","1813",
"Echeverria & Terton","2016","1812",
"ECLAC","2021","471","1"
"Ehui and Pender","2005","2007","1"
"Eitzinger et al.","2012","849","1"
"Eitzinger et al.","2012","850","1"
"Eitzinger et al.","2012","851","1"
"Eitzinger et al.","2012","852","1"
"Eitzinger et al.","2012","853","1"
"Eitzinger et al.","2012","854","1"
"Eitzinger et al.","2012","862","1"
"Eitzinger et al.","2012","848","1"
"Eitzinger et al.","2012","859","1"
"Eitzinger et al.","2012","867","1"
"Eitzinger et al.","2012","871","1"
"Eitzinger et al.","2012","866","1"
"Eitzinger et al.","2012","847","1"
"Eitzinger et al.","2012","798","1"
"Eitzinger et al.","2012","819","1"
"Eitzinger et al.","2012","820","1"
"Eitzinger et al.","2012","823","1"
"Eitzinger et al.","2012","824","1"
"Eitzinger et al.","2012","825","1"
"Eitzinger et al.","2012","840","1"
"Eitzinger et al.","2012","802","1"
"Eitzinger et al.","2012","872","1"
"Eitzinger et al.","2012","831","1"
"Eitzinger et al.","2012","864","1"
"Eitzinger et al.","2012","858","1"
"Eitzinger et al.","2012","857","1"
"Eitzinger et al.","2012","865","1"
"Eitzinger et al.","2012","830","1"
"Eitzinger et al.","2012","845","1"
"Eitzinger et al.","2012","843","1"
"Eitzinger et al.","2012","868","1"
"Emediegwu et al.","2022","2324","1"
"Emmer","2017","625","1"
"ESCAP","2020","201",
"Etesami and Noori","2019","751","1"
"EU","2006","25","1"
"EU","2006","30","1"
"Eyasmin et al.","2021","1505","1"
"Eyasmin et al.","2021","1520","1"
"Fader et al.","2013","1150","1"
"Fader et al.","2013","1144","1"
"Falconi et al .","2012","453","1"
"Fang et al.","2020","1797","1"
"Fang et al.","2020","1801","1"
"Fang et al.","2020","1734","1"
"Fang et al.","2020","1737","1"
"Fang et al.","2020","1733","1"
"Fang et al.","2020","1736","1"
"FAO & UNICEF EAPRO","2021","147",
"FAO & UNICEF EAPRO","2021","139",
"FAO & UNICEF EAPRO","2021","141",
"FAO","2013","483","1"
"FAO","2015","2052","1"
"FAO","2015","2057","1"
"FAO","2015","754","1"
"FAO","2015","756","1"
"FAO","2015","750","1"
"FAO","2015","753","1"
"FAO","2015","755","1"
"FAO","2015","1399","1"
"FAO","2015","757","1"
"FAO","2015","1397","1"
"FAO","2015","906","1"
"FAO","2015","908","1"
"FAO","2015","1603","1"
"FAO","2015","468","1"
"FAO","2015","469","1"
"FAO","2015","1731","1"
"FAO","2015","1054","1"
"FAO","2015","102","1"
"FAO","2015","101","1"
"FAO","2015","1993","1"
"FAO","2015","1985","1"
"FAO","2015","2009","1"
"FAO","2015","2010","1"
"FAO","2015","1313","1"
"FAO","2015","1256","1"
"FAO","2015","1981","1"
"FAO","2015","1986","1"
"FAO","2015","1251","1"
"FAO","2016","2138","1"
"FAO","2017","249","1"
"FAO","2017","250","1"
"FAO","2017","901","1"
"FAO","2017","265","1"
"FAO","2017","131","1"
"FAO","2017","1388","1"
"FAO","2017","176","1"
"FAO","2017","179","1"
"FAO","2017","121","1"
"FAO","2018","309","1"
"FAO","2018","254","1"
"FAO","2018","303","1"
"FAO","2018","209","1"
"FAO","2018","223","1"
"FAO","2018","221","1"
"FAO","2018","1378","1"
"FAO","2018","1169","1"
"FAO","2018","2136","1"
"FAO","2018","1100","1"
"FAO","2018","511","1"
"FAO","2019","405","1"
"FAO","2019","409","1"
"FAO","2019","1852","1"
"FAO","2020","568","1"
"FAO","2021","166","1"
"FAO","2021","169","1"
"FAO","2021","146","1"
"FAO","2021","174","1"
"FAO","2021","175","1"
"FAO","2021","183","1"
"FAO","2021","487","1"
"FAO","2021","1854","1"
"FAO","2021","1746","1"
"FAO","2021","1788","1"
"FAO","2021","145","1"
"FAO","2022","1487","1"
"FAO","2022","1745","1"
"FAO","2022","1770","1"
"FAO","2022","1744","1"
"FAO","2022","1721","1"
"FAO","2022","1748","1"
"FAO","2022","1710","1"
"FAO","2022","1765","1"
"FAO","2022","1698","1"
"FAO","2022","1682","1"
"FAO","2022","140","1"
"FAO","2022","1028","1"
"FAO","2022","2047","1"
"Fay et al.","2017","430","1"
"Feld and Galiani","2015","370","1"
"Feld and Galiani","2015","372","1"
"Feld and Galiani","2015","376","1"
"Feld and Galiani","2015","379","1"
"Feld and Galiani","2015","380","1"
"Feld and Galiani","2015","728","1"
"Feld and Galiani","2015","776","1"
"Ferraro et al.","2015","2371","1"
"Flachsbarth et al.","2015","351","1"
"Fleshman","2008","1923","1"
"Flintan et al.","2022","2253","1"
"Flintan et al.","2022","2254","1"
"Garcia et al.","2022","760","1"
"Garcia et al.","2022","765","1"
"García-Ruiz et al.","2011","1108","1"
"Garrett et al.","2017","590","1"
"Garrett et al.","2017","617","1"
"Garrity et al.","2012","2023","1"
"Garrity et al.","2012","2024","1"
"Garrity et al.","2012","2025","1"
"GEPA","2017","2359","1"
"Gianella et al.","2019","744","1"
"Gianella et al.","2019","742","1"
"Gianella et al.","2019","731","1"
"Giller et al.","2021","1980","1"
"Ginting","2022","71","1"
"Giráldez et al.","2020","628","1"
"Giráldez et al.","2020","632","1"
"Giráldez et al.","2020","633","1"
"Githu et al.","2022","2161","1"
"Godoy","2015","129",
"Godoy","2015","135",
"Godoy","2015","126",
"Godoy","2015","749",
"Godoy","2015","748",
"Godoy","2015","916",
"Godoy","2015","917",
"Godoy","2015","919",
"Godoy","2015","920",
"Godoy","2015","732",
"Godoy","2015","733",
"Godoy","2015","734",
"Godoy","2015","735",
"Goedde et al.","2019","1930","1"
"GOM","2014","539",
"Gornall et al.","2010","746","1"
"Gourdji et al.","2015","849","1"
"Gourdji et al.","2015","858","1"
"Gourdji et al.","2015","852","1"
"Gourdji et al.","2015","853","1"
"Gourdji et al.","2015","862","1"
"Gourdji et al.","2015","863","1"
"Gourdji et al.","2015","798","1"
"Gourdji et al.","2015","799","1"
"Gourdji et al.","2015","802","1"
"Gourdji et al.","2015","807","1"
"Gourdji et al.","2015","829","1"
"Gourdji et al.","2015","834","1"
"Gourdji et al.","2015","835","1"
"Gourdji et al.","2015","836","1"
"Gourdji et al.","2015","841","1"
"Gourdji et al.","2015","855","1"
"Gourdji et al.","2015","842","1"
"Gourdji et al.","2015","817","1"
"Gourdji et al.","2015","816","1"
"Gourdji et al.","2015","818","1"
"Govind","2022","936","1"
"Govind","2022","940","1"
"Govind","2022","874","1"
"Govind","2022","883","1"
"Govind","2022","967","1"
"Govind","2022","969","1"
"Govind","2022","965","1"
"Govind","2022","952","1"
"Govind","2022","953","1"
"Govind","2022","964","1"
"Govind","2022","907","1"
"Gowing and Palmer","2007","1789","1"
"Grote et al.","2021","115","1"
"Gruter et al.","2022","553","1"
"Gruter et al.","2022","555","1"
"Guido et al.","2020","2015","1"
"Gwilliam et al.","2009","2375","1"
"Hagen et al.","2022","778","1"
"Hagen et al.","2022","714","1"
"Hagen et al.","2022","724","1"
"Hagen et al.","2022","738","1"
"Hagen et al.","2022","739","1"
"Hagen et al.","2022","737","1"
"Hagen et al.","2022","728","1"
"Hagen et al.","2022","726","1"
"Hallegatte et al.","2016","237","1"
"Hallegatte et al.","2016","238","1"
"Harvey et al.","2018","846","1"
"Harvey et al.","2018","832","1"
"Harvey et al.","2018","849","1"
"Harvey et al.","2018","854","1"
"Harvey et al.","2018","848","1"
"Harvey et al.","2018","867","1"
"Harvey et al.","2018","866","1"
"Harvey et al.","2018","830","1"
"Harvey et al.","2018","847","1"
"Harvey et al.","2018","798","1"
"Harvey et al.","2018","799","1"
"Harvey et al.","2018","819","1"
"Harvey et al.","2018","820","1"
"Harvey et al.","2018","837","1"
"Harvey et al.","2018","838","1"
"Harvey et al.","2018","839","1"
"Harvey et al.","2018","853","1"
"Harvey et al.","2018","862","1"
"Harvey et al.","2018","844","1"
"Harvey et al.","2018","871","1"
"Harvey et al.","2018","860","1"
"Harvey et al.","2018","861","1"
"Harvey et al.","2018","827","1"
"Harvey et al.","2018","828","1"
"Harvey et al.","2018","801","1"
"Harvey et al.","2018","805","1"
"Harvey et al.","2018","808","1"
"Harvey et al.","2018","813","1"
"Harvey et al.","2018","814","1"
"Harvey et al.","2018","804","1"
"Harvey et al.","2018","809","1"
"Harvey et al.","2018","810","1"
"Harvey et al.","2018","823","1"
"Harvey et al.","2018","824","1"
"Harvey et al.","2018","825","1"
"Harvey et al.","2018","840","1"
"Harvey et al.","2018","802","1"
"Harvey et al.","2018","803","1"
"Harvey et al.","2018","807","1"
"Harvey et al.","2018","811","1"
"Harvey et al.","2018","812","1"
"Hasnat et al.","2018","1253","1"
"Hassan & Aenis","2016","937",
"Hassan & Aenis","2016","938",
"He et al.","2021","1707","1"
"He et al.","2021","1714","1"
"He et al.","2021","1687","1"
"Hellin et al.","2020","293","1"
"Hellin et al.","2020","295","1"
"Hellin et al.","2020","235","1"
"Hellin et al.","2020","1470","1"
"Hellin et al.","2020","294","1"
"Hellin et al.","2020","1490","1"
"Hellin et al.","2020","1451","1"
"Hellin et al.","2020","1457","1"
"Hen-I Lin et al.","2022","93","1"
"Hen-I Lin et al.","2022","103","1"
"Hen-I Lin et al.","2022","204","1"
"Hen-I Lin et al.","2022","27","1"
"Hepp et al.","2019","271","1"
"Hepp et al.","2019","309","1"
"Hepp et al.","2019","267","1"
"Hepp et al.","2019","268","1"
"Hepp et al.","2019","303","1"
"Hepp et al.","2019","254","1"
"Hepp et al.","2019","304","1"
"Herrero et al.","2016","2157","1"
"Herrero et al.","2016","2251","1"
"Herrero et al.","2016","2241","1"
"Herrero et al.","2016","2207","1"
"Herrero et al.","2016","2208","1"
"Herrero et al.","2016","2214","1"
"Herrero et al.","2016","2252","1"
"Herrero et al.","2016","2257","1"
"Herrero et al.","2016","2269","1"
"Herrero et al.","2016","2222","1"
"Herrero et al.","2016","2172","1"
"Herrero et al.","2016","1545","1"
"Herrero et al.","2016","1547","1"
"Herrero et al.","2016","1549","1"
"Herrero et al.","2016","1550","1"
"Herrero et al.","2016","1552","1"
"Herrero et al.","2016","1555","1"
"Herrero et al.","2016","1564","1"
"Herrero et al.","2016","1566","1"
"Herrero et al.","2016","1567","1"
"Herrero et al.","2016","1570","1"
"Herrero et al.","2016","1571","1"
"Herrero et al.","2016","1658","1"
"Herrero et al.","2016","1538","1"
"Herrero et al.","2016","2198","1"
"Herrero et al.","2016","1664","1"
"Herrero et al.","2016","1643","1"
"Herrero et al.","2016","1665","1"
"Herrero et al.","2016","1667","1"
"Herrero et al.","2016","1556","1"
"Herrero et al.","2016","1534","1"
"Herrero et al.","2016","1541","1"
"Herrero et al.","2016","1544","1"
"Herrero et al.","2016","1563","1"
"Horie","2019","1461","1"
"HORIE","2019","14","1"
"HORIE","2019","15","1"
"Hossain et al.","2020","1434","1"
"Hughes","2014","1669","1"
"Hughes","2014","1594","1"
"Hussain et al.","2019","220","1"
"Hutchinson et al.","2013","778","1"
"Hutchinson et al.","2013","790","1"
"ICARDA","2021","945","1"
"ICARDA","2021","946","1"
"IDB","2021","431","1"
"IDB","2021","457","1"
"IDB","2021","396","1"
"IDMC","2019","119","1"
"IFAD","2011","1314","1"
"IFAD","2011","85","1"
"IFAD","2013","1972","1"
"IFAD","2019","339","1"
"IFAD","2019","353","1"
"IFAD","2021","1296","1"
"IFAD","2022","202","1"
"IFAD","2022","1176","1"
"IFPRI","2007","1292","1"
"ILRI","2013","1538","1"
"Imbach et al.","2017","859","1"
"Imbach et al.","2017","849","1"
"Imbach et al.","2017","859","1"
"Imbach et al.","2017","865","1"
"Imbach et al.","2017","798","1"
"Imbach et al.","2017","799","1"
"Imbach et al.","2017","808","1"
"Imbach et al.","2017","809","1"
"Imbach et al.","2017","810","1"
"Imbach et al.","2017","802","1"
"Imbach et al.","2017","803","1"
"Imbach et al.","2017","807","1"
"Imbach et al.","2017","833","1"
"Imbach et al.","2017","806","1"
"Imbach et al.","2017","815","1"
"Imbach et al.","2017","826","1"
"IMF","1995","345","1"
"IMF","2017","364","1"
"IMF","2017","419","1"
"IMF","2017","420","1"
"IMF","2020","2102","1"
"IMF","2020","2103","1"
"IMF","2020","1690","1"
"IMF","2020","1689","1"
"IMF","2021","1802","1"
"IMF","2021","1793","1"
"INDC","2016","1344","1"
"Innazent et a.l","2022","84","1"
"Innocent et al.","2020","1766","1"
"IPCC","2019","662","1"
"IPCC","2019","2125","1"
"IPCC","2022","1873","1"
"IPCC","2022","564","1"
"IPCC","2022","566","1"
"IPCC","2022","569","1"
"IPCC","2022","558","1"
"IPCC","2022","1971","1"
"IPCC","2022","2000","1"
"Iris and Hazel","2017","331","1"
"Iris and Hazel","2017","320","1"
"Iris and Hazel","2017","321","1"
"Iris and Hazel","2017","324","1"
"IRRI"," n.d.""","242",
"Jabara et al.","2009","1681","1"
"Jabara et al.","2009","1688","1"
"Jackson et al.","2017","1763","1"
"Jackson et al.","2017","1796","1"
"Jackson et al.","2017","1800","1"
"Jackson et al.","2017","1774","1"
"Jackson et al.","2017","1777","1"
"JAYNE et al.","2021","2325","1"
"Joan","2021","2039","1"
"Joan","2021","2040","1"
"Jobbins and Henley","2015","969","1"
"Jobbins and Henley","2015","936","1"
"Jobbins and Henley","2015","939","1"
"Jobbins and Henley","2015","907","1"
"Jobbins and Henley","2015","933","1"
"Jobbins and Henley","2015","921","1"
"Jobbins and Henley","2015","875","1"
"John and Fielding","2014","1448","1"
"John and Fielding","2014","1467","1"
"Jordan and Speelman","2020","780","1"
"Jordan and Speelman","2020","785","1"
"Jordan and Speelman","2020","789","1"
"Kabede et al.","2021","1593","1"
"Kabede et al.","2021","1670","1"
"Kabo-bah et al.","2020","2193","1"
"Kabo-bah et al.","2020","2196","1"
"Kandeel","2019","1071","1"
"Kandji et al.","2006","1556","1"
"Khan et al.","2014","1750","1"
"Kibria and Haroon","2017","1465","1"
"Kibria and Haroon","2017","1466","1"
"Kingsley","2017","2045","1"
"Kirby","2022","1532","1"
"Kirby","2022","1562","1"
"Kirby","2022","1674","1"
"Kirby","2022","1558","1"
"KIT","2018","2001","1"
"Korres et al.","2017","223","1"
"Korres et al.","2017","1379","1"
"Korres et al.","2017","1380","1"
"Korres et al.","2017","221","1"
"Korres et al.","2017","1378","1"
"Korres et al.","2017","252","1"
"Korres et al.","2017","266","1"
"Kotera et al.","2008","24","1"
"Kotera et al.","2008","29","1"
"Kotera et al.","2008","31","1"
"Krishna et al.","2022","1416","1"
"Krishna et al.","2022","1414","1"
"Kumar et al.","2012","1356","1"
"Kumar et al.","2021","40","1"
"Lambrano et al.","2020","780","1"
"Lambrano et al.","2020","785","1"
"Lambrano et al.","2020","791","1"
"Lambrano et al.","2020","790","1"
"Lambrano et al.","2020","789","1"
"Lambrano et al.","2020","788","1"
"Lambrano et al.","2020","764","1"
"Lambrano et al.","2020","774","1"
"Lambrano et al.","2020","775","1"
"Lambrano et al.","2020","795","1"
"Lambrano et al.","2020","793","1"
"Lambrano et al.","2020","783","1"
"Lambrano et al.","2020","772","1"
"Lambrano et al.","2020","716","1"
"Lambrano et al.","2020","718","1"
"Lambrano et al.","2020","719","1"
"Lambrano et al.","2020","781","1"
"Lambrano et al.","2020","717","1"
"Lambrano et al.","2020","720","1"
"Lambrano et al.","2020","721","1"
"Landicho et al.","2019","306","1"
"Landicho et al.","2019","297","1"
"Landicho et al.","2019","269","1"
"Landicho et al.","2019","296","1"
"Landicho et al.","2019","299","1"
"Landicho et al.","2019","209","1"
"Landicho et al.","2019","210","1"
"Landicho et al.","2019","283","1"
"Landicho et al.","2019","280","1"
"Landicho et al.","2019","281","1"
"Landicho et al.","2019","282","1"
"Landicho et al.","2019","284","1"
"Landicho et al.","2019","237","1"
"Landicho et al.","2019","285","1"
"Landicho et al.","2019","267","1"
"Landicho et al.","2019","268","1"
"Landicho et al.","2019","300","1"
"Landicho et al.","2019","303","1"
"Landicho et al.","2019","253","1"
"Landicho et al.","2019","272","1"
"Laurent et al .","2022","2085","1"
"Laurent et al .","2022","1969","1"
"Lemma and Megersa","2021","1954","1"
"Lemma and Megersa","2021","1965","1"
"Lemma and Megersa","2021","1974","1"
"Lemma and Megersa","2021","1953","1"
"Lennart and Humberto","2020","1998","1"
"Lewis et al.","2018","1075","1"
"Lewis et al.","2018","1058","1"
"Lewis et al.","2018","1062","1"
"Lewis et al.","2018","1066","1"
"Lewis et al.","2018","1069","1"
"Lewis et al.","2018","1057","1"
"Lewis et al.","2018","1070","1"
"Lewis et al.","2018","1105","1"
"Lewis et al.","2018","1106","1"
"Lewis et al.","2018","1080","1"
"Lewis et al.","2018","1198","1"
"Lin et al.","2022","239","1"
"Lin et al.","2022","240","1"
"Lin et al.","2022","245","1"
"Lin et al.","2022","241","1"
"Lin et al.","2022","248","1"
"Ling et al.","2015","3","1"
"Llambí & Garcés","2021","691",
"Llambí & Garcés","2021","689",
"Llambí & Garcés","2021","696",
"Llambí & Garcés","2021","690",
"Llambí & Garcés","2021","700",
"Llambí & Garcés","2021","688",
"Lopez‑Ridaura et al.","2021","863","1"
"Loudyi","2020","973","1"
"Lutz et al.","2019","2137","1"
"Lutz et al.","2019","2049","1"
"Lysyk","2022","902","1"
"López-Carr","2021","571","1"
"López-Carr","2021","590","1"
"López-Carr","2021","597","1"
"López-Carr","2021","620","1"
"López-Carr","2021","591","1"
"López-Carr","2021","600","1"
"López-Carr","2021","601","1"
"López-Carr","2021","610","1"
"López-Carr","2021","614","1"
"López-Carr","2021","602","1"
"López-Carr","2021","593","1"
"Løvold","2014","606","1"
"Maeda et al.","2020","603","1"
"Maeda et al.","2020","605","1"
"Maeda et al.","2020","616","1"
"Maeda et al.","2020","608","1"
"Maeda et al.","2020","618","1"
"Magar et al.","2022","1394","1"
"Magar et al.","2022","1406","1"
"Magar et al.","2022","1417","1"
"Magar et al.","2022","1441","1"
"Magar et al.","2022","1424","1"
"Magar et al.","2022","1440","1"
"Magar et al.","2022","1405","1"
"Magar et al.","2022","1385","1"
"Magar et al.","2022","1372","1"
"Magar et al.","2022","1395","1"
"Magiri et al.","2021","2211","1"
"Mahabaleshwara & Nagabhushan","2014","1480",
"Mahmoud","2021","1113","1"
"Mainuddin et al.","2022","1478","1"
"Mainuddin et al.","2022","1479","1"
"Mainuddin et al.","2022","1488","1"
"Mainuddin et al.","2022","1495","1"
"Mainuddin et al.","2022","1472","1"
"Mainuddin et al.","2022","1498","1"
"Mainuddin et al.","2022","1452","1"
"Mainuddin et al.","2022","1453","1"
"Mainuddin et al.","2022","1454","1"
"Mainuddin et al.","2022","1462","1"
"Mainuddin et al.","2022","1459","1"
"Mainuddin et al.","2022","1450","1"
"Mainuddin et al.","2022","1512","1"
"Mar et al.","2018","287","1"
"Mar et al.","2018","260","1"
"Mar et al.","2018","296","1"
"Mar et al.","2018","217","1"
"Mar et al.","2018","302","1"
"Mar et al.","2018","231","1"
"Mar et al.","2018","277","1"
"Mar et al.","2018","209","1"
"Mar et al.","2018","210","1"
"Mar et al.","2018","289","1"
"Mar et al.","2018","290","1"
"Mar et al.","2018","286","1"
"Mar et al.","2018","225","1"
"Mar et al.","2018","226","1"
"Mar et al.","2018","227","1"
"Mar et al.","2018","228","1"
"Mar et al.","2018","230","1"
"Marczak et al.","2021","356","1"
"Marczak et al.","2021","373","1"
"Marengo et al.","2018","566","1"
"Marengo et al.","2018","569","1"
"Marengo et al.","2018","599","1"
"Marengo et al.","2018","591","1"
"Marengo et al.","2018","610","1"
"Marengo et al.","2018","597","1"
"Marengo et al.","2018","592","1"
"Maybe","2011","2242","1"
"Mekuria & Mekonnen","2018","1903",
"Melissa et al.","2017","385","1"
"Melissa et al.","2017","408","1"
"Melissa et al.","2017","523","1"
"Melissa et al.","2017","528","1"
"Melissa et al.","2017","389","1"
"Melissa et al.","2017","429","1"
"Mertz et al.","2008","2235","1"
"Mertz et al.","2008","2170","1"
"Meza et al.","2012","789","1"
"Michael","2020","2163","1"
"Michalak et al.","2021","13","1"
"Ministry of Agriculture Livestock and Food Supply","2021","564",
"Ministry of Agriculture Livestock and Food Supply","2021","603",
"Ministry of Agriculture Livestock and Food Supply","2021","605",
"Ministry of Agriculture Livestock and Food Supply","2021","616",
"Ministry of Agriculture Livestock and Food Supply","2021","565",
"Ministry of Foreign Affairs","2018","1468","1"
"Ministry of Foreign Affairs","2018","1486","1"
"Ministry of Foreign Affairs","2018","1452","1"
"Ministry of Foreign Affairs","2018","1461","1"
"Ministry of Foreign Affairs","2018","1462","1"
"Ministry of Foreign Affairs","2018","1469","1"
"Ministry of Foreign Affairs","2018","1484","1"
"Ministry of Foreign Affairs","2018","1519","1"
"Ministry of Foreign Affairs","2018","1522","1"
"Ministry of Foreign Affairs","2018","1515","1"
"Ministry of Foreign Affairs","2018","1498","1"
"Ministry of Foreign Affairs","2018","1511","1"
"Ministry of Foreign Affairs","2018","1464","1"
"Minora et al.","2015","634","1"
"Minora et al.","2015","701","1"
"Minsoo L. et al.","2016","125","1"
"Mishra et al.","2021","1417","1"
"Mishra et al.","2021","1441","1"
"Mishra et al.","2021","1439","1"
"Mishra et al.","2021","1381","1"
"Mishra et al.","2021","1372","1"
"Mishra et al.","2021","1429","1"
"Mishra et al.","2021","1440","1"
"Mishra et al.","2021","1416","1"
"Mishra et al.","2021","1414","1"
"Mishra et al.","2021","1415","1"
"Mishra et al.","2022","67","1"
"Mishra et al.","2022","58","1"
"MoALFC and World Bank","2021","1955","1"
"MoALFC and World Bank","2021","1956","1"
"MoALFC and World Bank","2021","1957","1"
"MoALFC and World Bank","2021","1958","1"
"MoALFC and World Bank","2021","1967","1"
"MoALFC and World Bank","2021","1968","1"
"MoALFC and World Bank","2021","1973","1"
"Mohamed and Squires","2018","931","1"
"Mohamed and Squires","2018","900","1"
"Mohamed and Squires","2018","899","1"
"Mohamed and Squires","2018","922","1"
"Mohamed and Squires","2018","923","1"
"Mohamed and Squires","2018","924","1"
"Mohamed and Squires","2018","926","1"
"Mohamed and Squires","2018","930","1"
"Mohamed and Squires","2018","941","1"
"Mohamed and Squires","2018","876","1"
"Mohamed and Squires","2018","877","1"
"Mohamed and Squires","2018","878","1"
"Mohamed and Squires","2018","880","1"
"Mohamed and Squires","2018","879","1"
"Mohamed and Squires","2018","934","1"
"Mohamed et al.","2019","927","1"
"Mohamed et al.","2019","964","1"
"Mohamed et al.","2019","925","1"
"Mohamed et al.","2019","948","1"
"Mohamed et al.","2019","950","1"
"Mohamed et al.","2019","929","1"
"Mohamed et al.","2019","928","1"
"Mohamed et al.","2019","944","1"
"Mohamed et al.","2019","884","1"
"Mohanty & Wadhawan","2021","1345",
"Mohanty & Wadhawan","2021","1320",
"Mohanty & Wadhawan","2021","1329",
"Mohanty & Wadhawan","2021","1343",
"Mohanty & Wadhawan","2021","1350",
"Mohanty & Wadhawan","2021","1302",
"Mohanty & Wadhawan","2021","1305",
"Mohanty et al.","2013","1469","1"
"Mohanty et al.","2013","1484","1"
"Mohanty et al.","2013","1488","1"
"Mohanty et al.","2013","1517","1"
"Mohanty et al.","2013","1451","1"
"Mohanty et al.","2013","1461","1"
"Mohanty et al.","2013","1459","1"
"Mohanty et al.","2013","1450","1"
"Mohanty et al.","2013","1502","1"
"Mohanty et al.","2013","1471","1"
"Mohanty et al.","2013","1458","1"
"Mojid & Mainuddin","2021","1430",
"Mojid & Mainuddin","2021","1435",
"Mojid & Mainuddin","2021","1443",
"Mojid & Mainuddin","2021","1423",
"Mojid & Mainuddin","2021","1404",
"Morgon et al.","2015","2106","1"
"Morris et al.","2002","329","1"
"Mortimore","2009","2271","1"
"Msowoya et al.","2016","2105","1"
"Mubarik et al.","2005","155","1"
"Mulat et al.","2016","2111","1"
"Mulubrhan et al.","2021","1580","1"
"Mulubrhan et al.","2021","1583","1"
"Mulubrhan et al.","2021","1584","1"
"Mulubrhan et al.","2021","2162","1"
"Muoki et al.","2020","2052","1"
"Muoki et al.","2020","2057","1"
"Muoki et al.","2020","1975","1"
"Muoki et al.","2020","1955","1"
"Muoki et al.","2020","1956","1"
"Muoki et al.","2020","1957","1"
"Muoki et al.","2020","1958","1"
"Mwongera and Gichuru","2021","1217","1"
"Narin","2022","11","1"
"NES Agriculture Working Group","2022","935","1"
"Newell et al.","2019","1771","1"
"Ngigi et al.","2021","538","1"
"Ngigi et al.","2021","492","1"
"Ngigi et al.","2021","504","1"
"Ngigi et al.","2021","497","1"
"Nguyen et al.","2017","53","1"
"Nguyen et al.","2017","55","1"
"Nguyen et al.","2017","7","1"
"Nguyen et al.","2017","4","1"
"Nguyen et al.","2017","5","1"
"Nguyen et al.","2017","18","1"
"Nguyen et al.","2017","22","1"
"Nguyen et al.","2017","23","1"
"Nguyen et al.","2017","49","1"
"NIC","2009","34","1"
"Nidumolu etal.","2022","1553","1"
"Nidumolu etal.","2022","1554","1"
"Nidumolu etal.","2022","1632","1"
"Nithin Coca","2020","104","1"
"Nithin Coca","2020","94","1"
"Nithin Coca","2020","105","1"
"Nithin Coca","2020","127","1"
"Nkonya.","2016","1725","1"
"Nkonya.","2016","1685","1"
"Nobre et al.","2021","590","1"
"Nobre et al.","2021","603","1"
"Nobre et al.","2021","605","1"
"Nobre et al.","2021","616","1"
"Nobre et al.","2021","612","1"
"Nobre et al.","2021","589","1"
"Nobre et al.","2021","596","1"
"Odhiambo","2016","1762","1"
"OECD","2008","2250","1"
"OECD","2008","2223","1"
"OECD/FAO","2018","873","1"
"OECD/FAO","2018","895","1"
"OECD/FAO","2018","951","1"
"OECD/FAO","2018","954","1"
"OECD/FAO","2018","940","1"
"OECD/FAO","2018","931","1"
"OECD/FAO","2018","932","1"
"OECD/FAO","2018","933","1"
"OECD/FAO","2018","960","1"
"OECD/FAO","2018","959","1"
"OECD/FAO","2018","1081","1"
"Ofori et al.","2021","2169","1"
"Ofori et al.","2021","2212","1"
"Okori and Munthali","2022","1933","1"
"Olsson et al.","2019","765","1"
"Olsson et al.","2019","257","1"
"Olsson et al.","2019","766","1"
"Olsson et al.","2019","243","1"
"Olsson et al.","2019","583","1"
"Olsson et al.","2019","758","1"
"Olsson et al.","2019","258","1"
"Olsson et al.","2019","768","1"
"Olsson et al.","2019","770","1"
"Om Prakash","2013","143","1"
"Osei-Adu et al.","2016","2337","1"
"Osei-Adu et al.","2016","2339","1"
"Osei-Adu et al.","2016","2359","1"
"Osei-Adu et al.","2016","2378","1"
"Osei-Adu et al.","2016","2370","1"
"Osei-Adu et al.","2016","2333","1"
"Otte et al.","2019","161","1"
"Owings","2020","1927","1"
"Owings","2020","1892","1"
"Owings","2020","1891","1"
"Owusu et al.","2020","2378","1"
"Owusu et al.","2020","2380","1"
"Owusu et al.","2020","2272","1"
"Owusu et al.","2020","2273","1"
"Owusu et al.","2020","2274","1"
"Owusu et al.","2020","2276","1"
"Owusu et al.","2020","2289","1"
"Owusu et al.","2020","2297","1"
"Owusu et al.","2020","2310","1"
"Owusu et al.","2020","2311","1"
"Owusu et al.","2020","2313","1"
"Owusu et al.","2020","2315","1"
"Owusu et al.","2020","2288","1"
"Owusu et al.","2020","2341","1"
"Owusu et al.","2020","2345","1"
"Owusu et al.","2020","2350","1"
"Owusu et al.","2020","2354","1"
"Owusu et al.","2020","2355","1"
"Owusu et al.","2020","2346","1"
"Owusu et al.","2020","2348","1"
"Owusu et al.","2020","2298","1"
"Owusu et al.","2020","2300","1"
"Owusu et al.","2020","2362","1"
"Owusu et al.","2020","2349","1"
"Owusu et al.","2020","2351","1"
"Owusu et al.","2020","2369","1"
"Owusu et al.","2020","2371","1"
"Owusu et al.","2020","2292","1"
"OXFAM","2016","50","1"
