"Resource ID","Resource year","ID"
"['Gourdji et al.","2015","659"
"['Gourdji et al.","2015","664"
"['Gourdji et al.","2015","666"
"['Gourdji et al.","2015","669"
"['Gourdji et al.","2015","670"
"['Gourdji et al.","2015","673"
"['Gourdji et al.","2015","676"
"['Gourdji et al.","2015","630"
"['Gourdji et al.","2015","632"
"['Gourdji et al.","2015","655"
"['Gourdji et al.","2015","665"
"['Govind","2022","694"
"['Govind","2022","710"
"['Govind","2022","735"
"['Govind","2022","743"
"['Govind","2022","696"
"['Govind","2022","697"
"['Govind","2022","726"
"['Govind","2022","730"
"['Govind","2022","738"
"['Govind","2022","742"
"['Govind","2022","752"
"['Govind","2022","754"
"['Govind","2022","758"
"['Haarhoff et al.","2020","1552"
"['Hagen et al.","2022","563"
"['Hagen et al.","2022","567"
"['Hagen et al.","2022","564"
"['Hagen et al.","2022","566"
"['Harvey et al.","2018","641"
"['Harvey et al.","2018","653"
"['Harvey et al.","2018","656"
"['Harvey et al.","2018","676"
"['Harvey et al.","2018","616"
"['Harvey et al.","2018","617"
"['Harvey et al.","2018","618"
"['Harvey et al.","2018","619"
"['Harvey et al.","2018","620"
"['Harvey et al.","2018","623"
"['Harvey et al.","2018","624"
"['Harvey et al.","2018","627"
"['Harvey et al.","2018","628"
"['Harvey et al.","2018","633"
"['Harvey et al.","2018","634"
"['Harvey et al.","2018","635"
"['Harvey et al.","2018","643"
"['Harvey et al.","2018","645"
"['Harvey et al.","2018","651"
"['Harvey et al.","2018","652"
"['Harvey et al.","2018","653"
"['Harvey et al.","2018","658"
"['Harvey et al.","2018","661"
"['Harvey et al.","2018","664"
"['Harvey et al.","2018","666"
"['Harvey et al.","2018","667"
"['Harvey et al.","2018","668"
"['Harvey et al.","2018","670"
"['Harvey et al.","2018","673"
"['Harvey et al.","2018","679"
"['Harvey et al.","2018","683"
"['Harvey et al.","2018","684"
"['Harvey et al.","2018","686"
"['Harvey et al.","2018","687"
"['Harvey et al.","2018","689"
"['Harvey et al.","2018","690"
"['Hellin et al.","2020","149"
"['Hellin et al.","2020","150"
"['Hellin et al.","2020","151"
"['Hellin et al.","2020","210"
"['Hellin et al.","2020","1095"
"['Hellin et al.","2020","1117"
"['Hepp et al.","2019","194"
"['Hepp et al.","2019","179"
"['Hepp et al.","2019","188"
"['Hepp et al.","2019","198"
"['Hepp et al.","2019","203"
"['Hepp et al.","2019","212"
"['Herrero et al.","2016","1579"
"['Herrero et al.","2016","1620"
"['Herrero et al.","2016","1581"
"['Herrero et al.","2016","1613"
"['Herrero et al.","2016","1622"
"['Herrero et al.","2016","1623"
"['Herrero et al.","2016","1624"
"['Herrero et al.","2016","1625"
"['Herrero et al.","2016","1631"
"['Herrero et al.","2016","1632"
"['Herrero et al.","2016","1640"
"['Herrero et al.","2016","1641"
"['Herrero et al.","2016","1642"
"['Herrero et al.","2016","1647"
"['Herrero et al.","2016","1162"
"['Herrero et al.","2016","1167"
"['Herrero et al.","2016","1169"
"['Herrero et al.","2016","1170"
"['Herrero et al.","2016","1171"
"['Herrero et al.","2016","1173"
"['Herrero et al.","2016","1212"
"['Herrero et al.","2016","1215"
"['Herrero et al.","2016","1216"
"['Herrero et al.","2016","1227"
"['Herrero et al.","2016","1228"
"['Herrero et al.","2016","1229"
"['Herrero et al.","2016","1233"
"['Herrero et al.","2016","1257"
"['Herrero et al.","2016","1261"
"['Hiwasaki et al.","2016","180"
"['Hossain et al.","2020","1076"
"['Huang et al.","2016","934"
"['Hughes","2014","1193"
"['Hughes","2014","1230"
"['Hughes","2014","1253"
"['Hutchinson et al.","2013","596"
"['Hutchinson et al.","2013","602"
"['Hyman et al.","2016","692"
"['Hyman et al.","2016","695"
"['Hyman et al.","2016","696"
"['ICARDA","2021","696"
"['ICARDA","2021","698"
"['ICARDA","2021","699"
"['ICARDA","2021","726"
"['ICARDA","2021","746"
"['ICARDA","2021","747"
"['ICRC","2021","73"
"['IDB","2021","353"
"['IFAD","2022","140"
"['IFAD","2022","141"
"['IICA","2017","247"
"['IICA","2017","272"
"['IICA","2017","272"
"['IICA","2017","278"
"['IICA","2017","282"
"['IICA","2017","283"
"['IICA","2017","283"
"['ILRI","2013","1170"
"['ILRI","2013","1240"
"['ILRI","2013","1254"
"['Imbach et al.","2017","685"
"['Imbach et al.","2017","617"
"['Imbach et al.","2017","618"
"['Imbach et al.","2017","619"
"['Imbach et al.","2017","620"
"['Imbach et al.","2017","633"
"['Imbach et al.","2017","644"
"['Imbach et al.","2017","644"
"['Imbach et al.","2017","675"
"['Imbach et al.","2017","676"
"['Imbach et al.","2017","685"
"['Imbach et al.","2017","629"
"['Imbach et al.","2017","637"
"['Imbach et al.","2017","646"
"['Imbach et al.","2017","657"
"['IMF","2017","276"
"['IMF","2020","1321"
"['IMF","2020","1321"
"['IMF","2020","1334"
"['IMF","2020","1334"
"['INDC","2016","984"
"['Innocent et al.","2020","1317"
"['IPCC","2014","965"
"['IPCC","2014","967"
"['IPCC","2022","149"
"['IPCC","2022","150"
"['IPCC","2022","151"
"['IPCC","2022","156"
"['IPCC","2022","160"
"['IPCC","2022","167"
"['IPCC","2022","616"
"['IPCC","2022","617"
"['IPCC","2022","618"
"['IPCC","2022","619"
"['IPCC","2022","692"
"['IPCC","2022","1087"
"['IPCC","2022","1088"
"['IPCC","2022","1089"
"['IPCC","2022","421"
"['IPCC","2022","422"
"['IPCC","2022","423"
"['IPCC","2022","424"
"['IPCC","2022","425"
"['IPCC","2022","426"
"['IPCC","2022","431"
"['IPCC","2022","432"
"['IPCC","2022","621"
"['IPCC","2022","1486"
"['IPCCC","2022","1510"
"['Iris and Hazel","2017","244"
"['Iris and Hazel","2017","249"
"['Iris and Hazel","2017","245"
"['Iris and Hazel","2017","235"
"['Iris and Hazel","2017","239"
"['Jabara et al.","2009","1279"
"['Jabara et al.","2009","1285"
"['Jobbins and Henley","2015","692"
"['Jobbins and Henley","2015","696"
"['Jobbins and Henley","2015","732"
"['Jobbins and Henley","2015","736"
"['Jobbins and Henley","2015","758"
"['Jobbins and Henley","2015","730"
"['Jobbins and Henley","2015","693"
"['Jobbins and Henley","2015","694"
"['Jobbins and Henley","2015","695"
"['Jobbins and Henley","2015","712"
"['Jordan and Speelman","2020","593"
"['Jordan and Speelman","2020","594"
"['Jordan and Speelman","2020","595"
"['Jordan and Speelman","2020","601"
"['Jordan and Speelman","2020","612"
"['Juswanto and Zulfiqar","2016","104"
"['Kabede et al.","2021","1198"
"['Kabede et al.","2021","1214"
"['Kabede et al.","2021","1218"
"['Kabede et al.","2021","1219"
"['Kabede et al.","2021","1232"
"['Kabede et al.","2021","1233"
"['Kabede et al.","2021","1237"
"['Kabede et al.","2021","1250"
"['Kabede et al.","2021","1251"
"['Kabede et al.","2021","1252"
"['Kandji et al.","2006","1167"
"['Kandji et al.","2006","1257"
"['Kibria and Haroon","2017","1093"
"['Kibria and Haroon","2017","1091"
"['Kibria and Haroon","2017","1102"
"['Kibria and Haroon","2017","1103"
"['Kirby","2022","1163"
"['Kirby","2022","1185"
"['Kirby","2022","1218"
"['Kirby","2022","1266"
"['Kirby","2022","1267"
"['Knox et al.","2012","1393"
"['Kombat et al.","2021","1294"
"['Korres et al.","2017","190"
"['Krishna et al.","2022","1061"
"['Lambrano et al.","2020","580"
"['Lambrano et al.","2020","594"
"['Lambrano et al.","2020","599"
"['Lambrano et al.","2020","601"
"['Lambrano et al.","2020","602"
"['Lambrano et al.","2020","603"
"['Lambrano et al.","2020","612"
"['Lambrano et al.","2020","574"
"['Lambrano et al.","2020","581"
"['Lambrano et al.","2020","591"
"['Lambrano et al.","2020","598"
"['Lambrano et al.","2020","604"
"['Landicho et al.","2019","192"
"['Landicho et al.","2019","214"
"['Landicho et al.","2019","219"
"['Landicho et al.","2019","220"
"['Landicho et al.","2019","161"
"['Landicho et al.","2019","207"
"['Landicho et al.","2019","208"
"['Landicho et al.","2019","213"
"['Landicho et al.","2019","222"
"['Landicho et al.","2019","232"
"['Le Toan et al.","2021","2"
"['Le Toan et al.","2021","5"
"['Le Toan et al.","2021","6"
"['Lee & Dang","2016","3"
"['Lemma and Megersa","2021","1427"
"['Lemma and Megersa","2021","1429"
"['Lemma and Megersa","2021","1440"
"['Lemma and Megersa","2021","1441"
"['Lemma and Megersa","2021","1452"
"['Lemma and Megersa","2021","1453"
"['Lemma and Megersa","2021","1471"
"['Lemma and Megersa","2021","1474"
"['Lemma and Megersa","2021","1475"
"['Lemma and Megersa","2021","1479"
"['Lemma and Megersa","2021","1484"
"['Lewis et al.","2018","763"
"['Lewis et al.","2018","764"
"['Lewis et al.","2018","773"
"['Lewis et al.","2018","801"
"['Lewis et al.","2018","818"
"['Lewis et al.","2018","820"
"['Lewis et al.","2018","821"
"['Lewis et al.","2018","844"
"['Lewis et al.","2018","845"
"['Ling et al.","2015","8"
"['Ling et al.","2015","43"
"['Lobell et al.","2011","1510"
"['Lopez‑Ridaura et al.","2021","657"
"['Lopez‑Ridaura et al.","2021","660"
"['López-Carr","2021","440"
"['López-Carr","2021","442"
"['López-Carr","2021","453"
"['Maeda et al.","2020","461"
"['Maeda et al.","2020","420"
"['Maeda et al.","2020","460"
"['Maeda et al.","2020","466"
"['Maeda et al.","2020","467"
"['Magar et al.","2022","1031"
"['Magar et al.","2022","1049"
"['Magar et al.","2022","1067"
"['Magar et al.","2022","1082"
"['Magar et al.","2022","1083"
"['Mahmoud","2021","852"
"['Mainuddin et al.","2022","1090"
"['Mainuddin et al.","2022","1106"
"['Mainuddin et al.","2022","1107"
"['Mainuddin et al.","2022","1127"
"['Mar et al.","2018","173"
"['Mar et al.","2018","184"
"['Mar et al.","2018","209"
"['Mar et al.","2018","211"
"['Mar et al.","2018","220"
"['Mar et al.","2018","158"
"['Mar et al.","2018","163"
"['Mar et al.","2018","164"
"['Mar et al.","2018","169"
"['Mar et al.","2018","226"
"['Mar et al.","2018","229"
"['Marengo et al.","2018","420"
"['Marengo et al.","2018","421"
"['Marengo et al.","2018","422"
"['Marengo et al.","2018","425"
"['Marengo et al.","2018","426"
"['Marengo et al.","2018","431"
"['Marengo et al.","2018","432"
"['Marengo et al.","2018","440"
"['Marengo et al.","2018","442"
"['Marengo et al.","2018","448"
"['Marengo et al.","2018","453"
"['Marengo et al.","2018","455"
"['Maritz et al.","2019","1319"
"['Mataya et al.","2020","1331"
"['Mekuria & Mekonnen","2018","1343"
"['Mekuria & Mekonnen","2018","1344"
"['Mekuria & Mekonnen","2018","1345"
"['Mekuria & Mekonnen","2018","1349"
"['Mekuria & Mekonnen","2018","1357"
"['Mekuria & Mekonnen","2018","1404"
"['Mekuria & Mekonnen","2018","1424"
"['Melissa et al.","2017","331"
"['Melissa et al.","2017","361"
"['Mertz et al.","2008","1574"
"['Mertz et al.","2008","1576"
"['Messina et al.","2014","363"
"['Meza et al.","2012","601"
"['Ministry of Agriculture, Livestock and Food Supply","2021","426"
"['Ministry of Agriculture, Livestock and Food Supply","2021","460"
"['Ministry of Agriculture, Livestock and Food Supply","2021","461"
"['Ministry of Foreign Affairs","2018","1140"
"['Ministry of Foreign Affairs","2018","1127"
"['Ministry of Foreign Affairs","2018","1133"
"['Ministry of Foreign Affairs","2018","1149"
"['Mishra et al.","2021","1045"
"['Mishra et al.","2021","1054"
"['Mishra et al.","2021","1067"
"['Mishra et al.","2021","1050"
"['Mishra et al.","2021","1051"
"['Mishra et al.","2021","1055"
"['Mishra et al.","2021","1059"
"['Mishra et al.","2021","1060"
"['Mishra et al.","2021","1061"
"['Mishra et al.","2021","1062"
"['Mishra et al.","2021","1072"
"['Mishra et al.","2021","1083"
"['MoALFC and World Bank","2021","1425"
"['MoALFC and World Bank","2021","1426"
"['MoALFC and World Bank","2021","1430"
"['MoALFC and World Bank","2021","1431"
"['MoALFC and World Bank","2021","1433"
"['MoALFC and World Bank","2021","1434"
"['MoALFC and World Bank","2021","1435"
"['Mohamed and Squires","2018","694"
"['Mohamed and Squires","2018","696"
"['Mohamed and Squires","2018","716"
"['Mohamed and Squires","2018","717"
"['Mohamed and Squires","2018","721"
"['Mohamed and Squires","2018","700"
"['Mohamed and Squires","2018","702"
"['Mohamed and Squires","2018","711"
"['Mohamed and Squires","2018","719"
"['Mohamed and Squires","2018","723"
"['Mohamed et al.","2019","738"
"['Mohamed et al.","2019","742"
"['Mohamed et al.","2019","752"
"['Mohamed et al.","2019","720"
"['Mohamed et al.","2019","722"
"['Mohamed et al.","2019","724"
"['Mohamed et al.","2019","724"
"['Mohamed et al.","2019","734"
"['Mohamed et al.","2019","734"
"['Mohamed et al.","2019","744"
"['Mohamed et al.","2019","745"
"['Mohanty & Wadhawan","2021","939"
"['Mohanty & Wadhawan","2021","965"
"['Mohanty & Wadhawan","2021","967"
"['Mohanty & Wadhawan","2021","976"
"['Mohanty et al.","2013","1143"
"['Mojid & Mainuddin","2021","1051"
"['Mojid & Mainuddin","2021","1074"
"['Mojid & Mainuddin","2021","1080"
"['Mojid & Mainuddin","2021","1048"
"['Mojid & Mainuddin","2021","1069"
"['Mougou et al.","2010","851"
"['Msowoya et al.","2016","1510"
"['Msowoya et al.","2016","1526"
"['Msowoya et al.","2016","1544"
"['Msowoya et al.","2016","1546"
"['Msowoya et al.","2016","1548"
"['Msowoya et al.","2016","1553"
"['Msowoya et al.","2016","1546"
"['Msowoya et al.","2016","1553"
"['Mubarik et al.","2005","105"
"['Mulungu et al.","2019","360"
"['Muoki et al.","2020","1427"
"['Muoki et al.","2020","1429"
"['Muoki et al.","2020","1439"
"['Muoki et al.","2020","1441"
"['Muoki et al.","2020","1457"
"['Muoki et al.","2020","1478"
"['Muoki et al.","2020","1479"
"['Mwongera and Gichuru","2021","913"
"['Mächtle","2016","559"
"['Nardone et al.","2010","327"
"['Newell et al.","2019","1327"
"['Ngigi et al.","2021","397"
"['Nguyen et al.","2017","49"
"['Nguyen et al.","2017","50"
"['Nidumolu etal.","2022","1174"
"['Nithin Coca","2020","79"
"['Nkonya.","2016","1284"
"['Nobre et al.","2021","447"
"['Nobre et al.","2021","460"
"['Nobre et al.","2021","461"
"['Nobre et al.","2021","467"
"['Nobre et al.","2021","472"
"['Nobre et al.","2021","446"
"['Nobre et al.","2021","452"
"['Nobre et al.","2021","470"
"['Nobre et al.","2021","471"
"['Noriko et al.","2020","1354"
"['Noriko et al.","2020","1355"
"['OECD","2008","1610"
"['OECD","2008","1624"
"['OECD","2008","1628"
"['OECD","2008","1631"
"['OECD","2008","1632"
"['OECD","2008","1637"
"['OECD","2008","1641"
"['OECD","2008","1642"
"['OECD","2008","1648"
"['OECD/FAO","2018","692"
"['OECD/FAO","2018","694"
"['OECD/FAO","2018","701"
"['OECD/FAO","2018","715"
"['OECD/FAO","2018","721"
"['OECD/FAO","2018","725"
"['OECD/FAO","2018","727"
"['OECD/FAO","2018","728"
"['OECD/FAO","2018","735"
"['OECD/FAO","2018","740"
"['OECD/FAO","2018","753"
"['Olsson et al.","2019","437"
"['Olsson et al.","2019","168"
"['Olsson et al.","2019","578"
"['Onyango","2019","1291"
"['Osei-Adu et al.","2016","1679"
"['Osei-Adu et al.","2016","1687"
"['Osei-Adu et al.","2016","1697"
"['Osei-Adu et al.","2016","1735"
"['Osei-Adu et al.","2016","1737"
"['Osei-Adu et al.","2016","1695"
"['Osei-Adu et al.","2016","1722"
"['Osei-Adu et al.","2016","1723"
"['Osei-Adu et al.","2016","1726"
"['Osei-Adu et al.","2016","1729"
"['Owusu et al.","2020","1679"
"['Owusu et al.","2020","1697"
"['Owusu et al.","2020","1700"
"['Owusu et al.","2020","1737"
"['Owusu et al.","2020","1738"
"['Owusu et al.","2020","1649"
"['Owusu et al.","2020","1650"
"['Owusu et al.","2020","1651"
"['Owusu et al.","2020","1652"
"['Owusu et al.","2020","1653"
"['Owusu et al.","2020","1654"
"['Owusu et al.","2020","1655"
"['Owusu et al.","2020","1657"
"['Owusu et al.","2020","1662"
"['Owusu et al.","2020","1664"
"['Owusu et al.","2020","1666"
"['Owusu et al.","2020","1667"
"['Owusu et al.","2020","1676"
"['Owusu et al.","2020","1699"
"['Owusu et al.","2020","1701"
"['Owusu et al.","2020","1702"
"['Owusu et al.","2020","1703"
"['Owusu et al.","2020","1705"
"['Owusu et al.","2020","1707"
"['Owusu et al.","2020","1708"
"['Owusu et al.","2020","1709"
"['Owusu et al.","2020","1710"
"['Owusu et al.","2020","1711"
"['Owusu et al.","2020","1713"
"['Owusu et al.","2020","1714"
"['Owusu et al.","2020","1721"
"['Owusu et al.","2020","1722"
"['Owusu et al.","2020","1723"
"['Owusu et al.","2020","1724"
"['Owusu et al.","2020","1726"
"['Owusu et al.","2020","1730"
"['OXFAM","2016","22"
"['OXFAM","2016","63"
"['OXFAM","2016","64"
"['OXFAM","2016","20"
"['OXFAM","2016","31"
"['OXFAM","2016","32"
"['OXFAM","2016","65"
"['OXFAM","2016","21"
"['Oxfam","2019","180"
"['Oxfam","2019","183"
"['Oxfam","2019","192"
"['Oxfam","2019","193"
"['Oxfam","2019","211"
"['Oxfam","2019","182"
"['Ozor et al.","2020","1330"
"['Pacillo et al.","2022","620"
"['Pacillo et al.","2022","618"
"['Pacillo et al.","2022","621"
"['Paini et al.","2016","1295"
"['Paini et al.","2016","1311"
"['Pena-Ramos et al.","2022","1308"
"['Perez","2020","654"
"['Perez","2020","656"
"['Perrotti","2011","388"
"['Peter et al.","2017","1276"
"['Petit and Boujenane","2018","745"
"['Peña-Guerrero et al.","2020","562"
"['Peña-Guerrero et al.","2020","563"
"['Peña-Guerrero et al.","2020","600"
"['Piechota et al.","2020","729"
"['Piechota et al.","2020","749"
"['Pipitpukdee et al.","2020","156"
"['Pipitpukdee et al.","2020","157"
"['Pipitpukdee et al.","2020","209"
"['Pipitpukdee et al.","2020","229"
"['Pivello et al.","2021","431"
"['Pivello et al.","2021","432"
"['Pivello et al.","2021","455"
"['Pokharel et al.","2018","1031"
"['Pokharel et al.","2018","1050"
"['Pokharel et al.","2018","1055"
"['Pokharel et al.","2018","1058"
"['Pokharel et al.","2018","1062"
"['Pokharel et al.","2018","1067"
"['Pokharel et al.","2018","1070"
"['Pokharel et al.","2018","1078"
"['Polade et al.","2014","342"
"['Polade et al.","2014","320"
"['Polade et al.","2014","321"
"['Polade et al.","2014","325"
"['Pons","2021","636"
"['Pons","2021","644"
"['Pons","2021","685"
"['Poonam et al.","2018","1148"
"['Poonam et al.","2018","1158"
"['Poonam et al.","2018","1160"
"['Prager et al.","2020","574"
"['Prager et al.","2020","603"
"['Prager et al.","2020","561"
"['Prager et al.","2020","562"
"['Prager et al.","2020","563"
"['Prager et al.","2020","565"
"['Prager et al.","2020","568"
"['Prager et al.","2020","569"
"['Prager et al.","2020","570"
"['Prager et al.","2020","571"
"['Prager et al.","2020","584"
"['Prager et al.","2020","610"
"['Rahman et al.","2019","1090"
"['Rajalahti","2021","123"
"['Rajalahti","2021","137"
"['Ramirez-Cabral et al.","2017","633"
"['Raufu et al.","2018","718"
"['Ravikumar et al.","2016","457"
"['Ravikumar et al.","2016","466"
"['Ravikumar et al.","2016","467"
"['Ravikumar et al.","2016","450"
"['Ravikumar et al.","2016","463"
"['Ravikumar et al.","2016","465"
"['Reda et al.","2015","218"
"['Reda et al.","2015","223"
"['Redhum","2016","478"
"['Redhum","2016","480"
"['Reid et al.","2012","1005"
"['Resurreccion et al.","2008","123"
"['Resurreccion et al.","2008","137"
"['Rivera et al.","2021","563"
"['Rivera et al.","2021","567"
"['Rivera et al.","2021","591"
"['Rivera et al.","2021","594"
"['Rivera et al.","2021","611"
"['Rojas","2017","333"
"['Rojas","2017","334"
"['Roy and Basu","2020","121"
"['Rurinda et al.","2015","1548"
"['Safi et al.","2018","704"
"['Sagoe","2006","1649"
"['Sagoe","2006","1650"
"['Sagoe","2006","1651"
"['Sagoe","2006","1652"
"['Sagoe","2006","1653"
"['Sagoe","2006","1654"
"['Sagoe","2006","1655"
"['Sagoe","2006","1657"
"['Sagoe","2006","1662"
"['Sagoe","2006","1662"
"['Sagoe","2006","1664"
"['Sagoe","2006","1666"
"['Sagoe","2006","1666"
"['Sagoe","2006","1667"
"['Sagoe","2006","1679"
"['Sagoe","2006","1697"
"['Sagoe","2006","1699"
"['Sagoe","2006","1701"
"['Sagoe","2006","1702"
"['Sagoe","2006","1703"
"['Sagoe","2006","1705"
"['Sagoe","2006","1707"
"['Sagoe","2006","1709"
"['Sagoe","2006","1710"
"['Sagoe","2006","1721"
"['Sagoe","2006","1722"
"['Sagoe","2006","1723"
"['Sagoe","2006","1725"
"['Sagoe","2006","1726"
"['Sagoe","2006","1730"
"['Sagoe","2006","1737"
"['Sagoe","2006","1658"
"['Sagoe","2006","1678"
"['Sagoe","2006","1679"
"['Sagoe","2006","1680"
"['Sagoe","2006","1682"
"['Sagoe","2006","1683"
"['Sagoe","2006","1684"
"['Sagoe","2006","1687"
"['Sagoe","2006","1688"
"['Sagoe","2006","1689"
"['Sagoe","2006","1690"
"['Sagoe","2006","1691"
"['Sagoe","2006","1692"
"['Sagoe","2006","1694"
"['Sagoe","2006","1696"
"['Sagoe","2006","1697"
"['Sagoe","2006","1734"
"['Sagoe","2006","1736"
"['Sagoe","2006","1737"
"['Sagoe","2006","1738"
"['Sain et al.","2017","641"
"['Sain et al.","2017","669"
"['Sain et al.","2017","671"
"['Sain et al.","2017","672"
"['Sain et al.","2017","676"
"['Salmoral et al.","2020","606"
"['Sanchez-Garcia","2021","703"
"['Sanchez-Garcia","2021","705"
"['Schoolmeester et al.","2016","550"
"['Schoolmeester et al.","2016","540"
"['Schoolmeester et al.","2016","547"
"['Schoolmeester et al.","2016","548"
"['Schoolmeester et al.","2016","548"
"['Schoolmeester et al.","2016","549"
"['Schoolmeester et al.","2016","551"
"['Schoolmeester et al.","2016","551"
"['Schreinemachers et al.","2013","179"
"['Schreinemachers et al.","2013","183"
"['Schreinemachers et al.","2013","186"
"['Schreinemachers et al.","2013","188"
"['Schreinemachers et al.","2013","196"
"['Schreinemachers et al.","2013","201"
"['Schreinemachers et al.","2013","213"
"['Schreinemachers et al.","2013","220"
"['Schreinemachers et al.","2013","231"
"['Schreinemachers et al.","2013","162"
"['Schreinemachers et al.","2013","175"
"['Schreinemachers et al.","2013","181"
"['Sellers & Bilsborrow","2020","444"
"['Selvaraju","2013","897"
"['Shah et al.","2020","1318"
"['Shahid et al.","2021","1124"
"['Shankar et al.","2014","1121"
"['Shankar et al.","2014","1090"
"['Shankar et al.","2014","1156"
"['Shiferaw et al.","2014","1293"
"['Shiferaw et al.","2014","1309"
"['Shiferaw et al.","2014","1310"
"['Sieghart & Betre","2018","767"
"['Silva et al.","2022","437"
"['SINAGERD et al.","2014","519"
"['SINAGERD et al.","2014","520"
"['SINAGERD et al.","2014","521"
"['SINAGERD et al.","2014","527"
"['SINAGERD et al.","2014","528"
"['SINAGERD et al.","2014","550"
"['Sissoko et al.","2010","1573"
"['Sissoko et al.","2010","1574"
"['Sissoko et al.","2010","1622"
"['Sissoko et al.","2010","1628"
"['Sissoko et al.","2010","1640"
"['Sissoko et al.","2010","1163"
"['Skidmore et al.","2021","446"
"['Skidmore et al.","2021","457"
"['Skidmore et al.","2021","463"
"['Skidmore et al.","2021","471"
"['Skidmore et al.","2021","447"
"['Skidmore et al.","2021","464"
"['Smajgl et al ","2015","20"
"['Sperrati et al.","2015","292"
"['Sperrati et al.","2015","298"
"['Sravan and Murthy","2018","1118"
"['Sravan and Murthy","2018","1140"
"['Sravan and Murthy","2018","1144"
"['Sravan and Murthy","2018","1151"
"['Sravan and Murthy","2018","1159"
"['Sravan and Murthy","2018","1148"
"['Srinivasarao et al.","2013","909"
"['Stathers et al.","2020","1328"
"['Stavi et al.","2021","1185"
"['Stavi et al.","2021","1267"
"['Stefania","2021","1299"
"['Stoop and Hart","2006","1312"
"['Stuecker et al.","2018","194"
"['Stuecker et al.","2018","232"
"['Stuecker et al.","2018","165"
"['Stuecker et al.","2018","173"
"['Stuecker et al.","2018","176"
"['Stuecker et al.","2018","177"
"['Stäubli et al.","2018","505"
"['Stäubli et al.","2018","506"
"['Stäubli et al.","2018","507"
"['Stäubli et al.","2018","508"
"['Stäubli et al.","2018","477"
"['Stäubli et al.","2018","481"
"['Sulca et al.","2018","484"
"['Sulca et al.","2018","494"
"['Suresh et al.","2021","1127"
"['Suresh et al.","2021","1142"
"['Suresh et al.","2021","1121"
"['Suresh et al.","2021","1124"
"['Suresh et al.","2021","1126"
"['Suresh et al.","2021","1128"
"['Suresh et al.","2021","1134"
"['Swain","2014","973"
"['Swain","2014","973"
"['Swain","2014","981"
"['Swain","2014","981"
"['Swain","2014","1015"
"['Swami","2019","1132"
"['Szmigiera","2022","1301"
"['Tapasco et al.","2019","430"
"['Tapasco et al.","2019","434"
"['Tapasco et al.","2019","436"
"['Tapasco et al.","2019","447"
"['Tapasco et al.","2019","448"
"['Tapasco et al.","2019","452"
"['Tapasco et al.","2019","461"
"['Tapasco et al.","2019","464"
"['Tapasco et al.","2019","468"
"['Tapasco et al.","2019","470"
"['Tapasco et al.","2019","440"
"['Tapasco et al.","2019","442"
"['Tapasco et al.","2019","449"
"['Tapasco et al.","2019","451"
"['Tapasco et al.","2019","457"
"['Tapasco et al.","2019","458"
"['Tapasco et al.","2019","461"
"['Taylor et al.","2016","166"
"['Taylor et al.","2016","174"
"['Taylor et al.","2016","210"
"['Tesfaye et al.","2015","1559"
"['Tesfaye et al.","2015","1563"
"['Tesfaye et al.","2015","1520"
"['Tesfaye et al.","2015","1525"
"['Tesfaye et al.","2015","1568"
"['Thapa and Gaiha","2011","99"
"['Thapa and Gaiha","2011","110"
"['Thapa and Gaiha","2011","148"
"['Thapa and Hessel","2016","109"
"['ThinkHazard","2021","489"
"['Thomas et al.","2018","616"
"['Thomas et al.","2018","617"
"['Thornton et al.","2009","1578"
"['Thornton et al.","2009","1580"
"['Thornton et al.","2009","1170"
"['Thornton et al.","2009","1572"
"['Thornton et al.","2009","1577"
"['Thornton et al.","2009","1577"
"['Thornton et al.","2009","1579"
"['Thornton et al.","2009","1583"
"['Thornton et al.","2009","1585"
"['Thornton et al.","2009","1585"
"['Thornton et al.","2009","1598"
"['Thornton et al.","2009","1610"
"['Thornton et al.","2009","1612"
"['Thornton et al.","2009","1648"
"['Thornton et al.","2009","1175"
"['Tiwari and Dinar","2001","609"
"['Toufique et al.","2014","1126"
"['Toufique et al.","2014","1134"
"['Tran et al.","2019","49"
"['Tran et al.","2019","50"
"['Tremblay","2016","1162"
"['Tremblay","2016","1163"
"['Tremblay","2016","1164"
"['Tremblay","2016","1176"
"['Tremblay","2016","1185"
"['Tremblay","2016","1198"
"['Tremblay","2016","1198"
"['Tremblay","2016","1207"
"['Tremblay","2016","1208"
"['Tremblay","2016","1213"
"['Tremblay","2016","1214"
"['Tremblay","2016","1214"
"['Tremblay","2016","1219"
"['Tremblay","2016","1219"
"['Tremblay","2016","1227"
"['Tremblay","2016","1228"
"['Tremblay","2016","1240"
"['Tschakert","2007","1611"
"['Turner et al.","2012","1195"
"['Turner et al.","2012","1198"
"['Turner et al.","2012","1214"
"['Turner et al.","2012","1218"
"['Turner et al.","2012","1219"
"['Turner et al.","2012","1225"
"['Ullah et al.","2021","1050"
"['Ullah et al.","2021","1051"
"['Ullah et al.","2021","1053"
"['Ullah et al.","2021","1054"
"['Ullah et al.","2021","1056"
"['Ullah et al.","2021","1058"
"['Ullah et al.","2021","1066"
"['Ullah et al.","2021","1067"
"['Ullah et al.","2021","1072"
"['Ullah et al.","2021","1038"
"['UN","2020","1273"
"['UN","2020","1274"
"['UN","2020","347"
"['UNCTAD","2013","107"
"['UNCTAD","2021","1296"
"['UNCTAD","2021","1313"
"['UNDP","2018","531"
"['UNDP","n.d","286"
